加汽油精,49
加汽油精,49
加汽油精,49
加汽油精,49
加汽油精,49
加汽油精,49
加汽油精,49
加汽油精,49
加汽油精,49
加汽油精,99
加汽油精,99
換機油齒輪油,250
換機油齒輪油,300
換機油齒輪油,300
換機油齒輪油,300
換機油齒輪油,300
換機油齒輪油,300
換機油齒輪油,300
換機油齒輪油,250
換機油齒輪油,250
換機油齒輪油,250
換機油齒輪油,250
換輪胎,1300
換輪胎,1300
換輪胎,1000
換輪胎,1150
換煞車皮,350
換空氣濾網,200
換碼表線,200
換負壓管,250
換負壓管,100
換坐墊,350
換後燈組,450
換大燈燈泡,100
換電池,550
換電池,700
換高壓線圈頭,200
換點火線,130
換火星塞,70
換化油器,3000
換原廠皮帶,1280
換原廠皮帶普立珠,549
牌照稅,450
牌照稅,450
牌照稅,450
牌照稅,450
牌照稅,450
牌照稅,450
第三責任險強制險2年,1200
第三責任險強制險2年,1200
第三責任險強制險2年,1200
